Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Max,Label
46.92680899768591,50.027402202500824,46.78313000090798,69.24878854008762,130.9327064410626,9.691939710371589,101.65105070659928,94.0052394836958,35.51219236484333,40.03766849341722,187.88648137363325,9.257349103202916,135.3073159551234,62.93845691036236,4.359782517545121,BENIGN
301.0121430917521,64.13817504585445,40.48334519920045,137.33653916604916,20.39685665310465,6.267756535097581,61.48767258471002,3.968042527833129,9.961900213899787,169.68407428599454,68.2240957646645,1.447876338162556,212.9488245774068,40.42354029213019,176.3198949628668,DDoS-Attack
131.67456935454493,192.79049719064466,19.377155353756706,82.70598587933495,42.562653215012475,92.6825909344522,333.8181030235647,94.74211462088597,13.508600036943566,518.0857317260756,21.749156720125086,132.58053942782752,62.209220404789036,133.85731516598423,28.675927470649633,BENIGN
91.29425537759532,41.55220895290387,93.46244473085974,8.697783185605193,108.85054458788754,338.4821870010799,24.71525379536141,9.394657737337472,19.92697228372068,183.7352438187821,133.42401454247533,30.341054590538874,34.133426147428175,13.06815902475979,33.39876358977354,BENIGN
16.962487046234628,203.75297205938222,64.74554506481837,20.527936626956073,65.79525313759896,69.86046634751459,88.63834854893827,123.90620904539969,22.772067835275774,42.48664933571688,54.245069218894606,210.1100413768856,38.3967703575434,138.72993857989792,25.650035270646132,DDoS-Attack
16.959629191460518,9.226270215932827,200.76865643410295,24.760042748221032,134.15926906425807,5.288954238673583,120.4673099442741,49.44236193937085,27.74173477391315,124.22023060562006,90.29488406823872,76.75489631397905,119.38517235774135,17.574366898766154,183.310632159936,BENIGN
5.983876860868068,149.96800467460469,3.2636401090833584,29.822310597714974,324.95386928547265,25.002496067273132,174.62001720953435,181.82871877421763,29.49887398687478,76.34053815052638,11.34658197043063,65.10861740066643,83.83071442527962,36.52573698334764,385.8576811991114,BENIGN
201.12308644799396,188.09030796253467,103.24536269161962,83.33370159544259,12.391683266531166,28.076327120736817,52.25120286110608,285.6479073873073,60.82847442841667,154.4201746660627,99.85425160339008,148.20072208336853,66.64938202285128,40.54627891679037,140.7259199316139,BENIGN
91.90821536272645,20.067004893021863,143.94794586245771,70.11103623495548,123.63848327821943,41.22739293165997,116.13026232590342,53.975737549410205,71.24792278813756,16.616957871764807,46.768709679231556,135.12979560820517,22.661717583865986,464.72612625774053,173.48756357405858,DDoS-Attack
123.12500617045903,56.27270545611837,142.4979345624751,22.710142131399067,26.181181941511237,4.458258124008149,36.12589650767893,61.72149934640496,36.94406631490242,101.64829391814345,40.67505585233955,121.83304923711087,208.30937026996028,89.11640299447258,96.89018956368797,BENIGN
2.0799307999138623,18.09222658547063,217.22058753429,6.994494255104493,53.52493484978736,235.27495563082104,57.177254440583525,89.19581377725419,237.8348187099193,148.57469114100766,390.78108280063674,117.08635357587174,151.87769211383895,150.3071768040545,75.24193976305928,BENIGN
350.3557475158312,122.62324862905412,130.57609781406902,18.805661622341916,3.3414834757241585,72.47698372108742,225.97855147347846,21.95658612091741,80.55093134085665,143.2260126369639,56.639232169382744,72.44232105805538,15.156572573083304,81.05307596260654,127.86173478614688,BENIGN
178.6429543354675,76.64660415073958,262.8454600795919,415.9287172583337,14.607531950271982,111.148719457585,299.3886165280066,262.18657272927675,154.87047225509525,331.29943690563437,113.3322927235854,261.01370842727164,45.78987175691583,408.38776722420505,3.6418038276716795,BENIGN
23.8687625248947,100.87441994171233,40.44505227053817,63.21404196107417,38.53350183291171,6.953534384313001,126.87508098789965,56.73958456271846,258.0156219384293,6.018680975346427,98.81292615527451,221.3122977353331,78.11745505260002,19.52625529421552,6.33664356085488,BENIGN
